order_count,total_spent,last_month_expenditure,coupon_used,preferred_category,payment_method,location_type,rating_last_purchase,churned
9,12635,393,No,Food,Credit Card,Tier 1,5,0
13,3089,0,No,Electronics,Credit Card,Tier 2,3,0
10,19231,3306,No,Electronics,COD,Tier 3,1,1
6,4201,1567,Yes,Electronics,COD,Tier 1,4,0
5,3056,1163,Yes,Books,UPI,Tier 1,4,0
9,5161,1913,Yes,Electronics,Wallet,Tier 1,4,0
9,11587,0,No,Electronics,UPI,Tier 3,1,1
20,21143,0,Yes,Electronics,COD,Tier 1,5,0
5,9589,0,Yes,Apparel,Credit Card,Tier 1,3,0
16,3862,1040,Yes,Apparel,UPI,Tier 1,3,0
13,16255,3151,Yes,Groceries,UPI,Tier 1,3,0
13,15752,0,Yes,Electronics,UPI,Tier 2,4,0
4,9792,2227,No,Apparel,Wallet,Tier 2,4,0
14,5484,1121,Yes,Electronics,Credit Card,Tier 2,3,0
20,5103,1837,Yes,Apparel,Credit Card,Tier 1,4,0
13,12568,1860,Yes,Electronics,UPI,Tier 1,4,0
5,17095,1676,Yes,Apparel,COD,Tier 3,2,0
14,5429,566,No,Apparel,UPI,Tier 3,5,0
16,7660,2632,No,Electronics,COD,Tier 2,4,0
5,1959,0,Yes,Apparel,Credit Card,Tier 1,5,0
12,19112,6126,No,Electronics,UPI,Tier 1,4,0
13,5325,1468,No,Electronics,COD,Tier 1,1,1
18,1851,585,Yes,Electronics,COD,Tier 1,5,1
15,18158,3370,No,Food,Wallet,Tier 2,2,0
12,2047,167,No,Electronics,COD,Tier 2,5,0
15,24468,4949,Yes,Electronics,UPI,Tier 1,3,0
9,2330,859,No,Electronics,Wallet,Tier 2,1,0
10,17797,4488,Yes,Apparel,Credit Card,Tier 2,2,0
17,15542,0,Yes,Electronics,COD,Tier 1,3,0
19,3622,377,Yes,Books,Credit Card,Tier 2,2,1
14,20198,0,Yes,Food,COD,Tier 2,3,0
8,3619,0,Yes,Groceries,Wallet,Tier 1,2,0
4,9592,1437,Yes,Books,UPI,Tier 2,2,0
19,9736,382,Yes,Apparel,Credit Card,Tier 2,2,0
1,9953,2446,Yes,Books,UPI,Tier 2,3,0
15,7616,2665,Yes,Food,COD,Tier 1,3,0
8,6463,1137,Yes,Food,Wallet,Tier 1,4,0
20,4638,408,No,Food,Wallet,Tier 2,5,1
9,22853,0,Yes,Electronics,UPI,Tier 3,1,1
8,14781,1711,No,Groceries,COD,Tier 2,5,0
20,23681,1670,Yes,Electronics,Credit Card,Tier 2,2,0
11,3582,0,No,Apparel,COD,Tier 2,1,1
15,19510,822,Yes,Books,UPI,Tier 3,2,1
17,13723,1341,No,Groceries,Credit Card,Tier 1,1,1
1,12607,0,Yes,Books,Credit Card,Tier 2,3,0
19,23909,6495,Yes,Apparel,COD,Tier 2,1,0
12,20882,1049,Yes,Food,Credit Card,Tier 3,3,1
15,10470,221,No,Groceries,COD,Tier 2,2,0
20,6558,0,No,Electronics,COD,Tier 2,3,1
11,22912,9061,Yes,Books,UPI,Tier 1,1,1
3,24676,0,Yes,Groceries,Credit Card,Tier 1,3,1
7,3212,733,Yes,Apparel,Credit Card,Tier 2,3,0
2,9819,0,Yes,Apparel,Credit Card,Tier 2,4,0
10,605,42,No,Apparel,Wallet,Tier 2,1,1
7,9438,0,No,Groceries,UPI,Tier 3,1,0
2,19861,4248,No,Electronics,UPI,Tier 1,4,0
19,2539,575,Yes,Groceries,Credit Card,Tier 2,5,0
19,11019,3487,Yes,Groceries,COD,Tier 3,3,0
1,22979,1082,Yes,Electronics,Wallet,Tier 3,4,0
2,880,0,Yes,Books,Wallet,Tier 2,5,0
6,604,140,Yes,Books,COD,Tier 2,5,0
4,19818,0,Yes,Apparel,UPI,Tier 1,5,0
11,18729,0,No,Electronics,Credit Card,Tier 3,3,1
2,2091,165,Yes,Books,COD,Tier 1,1,1
10,6478,0,No,Apparel,COD,Tier 2,3,0
20,16651,6164,No,Groceries,Credit Card,Tier 2,2,0
3,15613,6047,Yes,Electronics,Credit Card,Tier 1,5,0
10,23679,2852,No,Apparel,COD,Tier 1,2,1
10,20058,0,No,Groceries,UPI,Tier 1,1,0
5,4561,1586,Yes,Food,COD,Tier 2,1,1
1,2721,0,Yes,Books,UPI,Tier 1,4,1
1,7575,0,Yes,Books,Wallet,Tier 2,3,1
5,5483,1308,Yes,Food,Credit Card,Tier 3,3,0
7,16320,6489,Yes,Electronics,Credit Card,Tier 2,3,0
1,5007,1604,Yes,Books,Credit Card,Tier 3,3,1
8,7254,0,Yes,Electronics,COD,Tier 1,5,0
8,3429,1057,No,Apparel,COD,Tier 1,2,0
11,1215,402,No,Apparel,COD,Tier 2,1,1
9,23911,9334,Yes,Electronics,UPI,Tier 3,3,0
18,12522,3249,Yes,Electronics,Wallet,Tier 1,5,0
8,16070,0,Yes,Food,COD,Tier 2,4,0
9,821,295,Yes,Apparel,COD,Tier 2,2,0
6,20145,2312,Yes,Apparel,COD,Tier 3,3,0
16,6832,0,Yes,Food,UPI,Tier 1,1,0
12,10986,0,Yes,Groceries,Credit Card,Tier 2,3,0
14,1863,302,Yes,Food,Credit Card,Tier 1,2,0
1,18815,6569,No,Electronics,COD,Tier 3,2,1
19,20356,0,Yes,Apparel,UPI,Tier 2,4,0
5,18519,0,No,Electronics,COD,Tier 2,1,1
14,11152,4134,No,Electronics,UPI,Tier 2,3,0
13,3591,1435,Yes,Groceries,Credit Card,Tier 2,3,0
12,10956,4092,Yes,Apparel,UPI,Tier 1,4,0
17,7409,1365,No,Food,Credit Card,Tier 2,2,0
6,5566,1994,No,Apparel,COD,Tier 2,5,1
19,6200,905,No,Apparel,UPI,Tier 2,2,1
3,4165,1551,Yes,Electronics,Credit Card,Tier 1,1,1
4,2563,935,No,Groceries,Wallet,Tier 2,2,1
18,10370,0,No,Apparel,UPI,Tier 2,3,0
20,12490,2824,No,Apparel,Credit Card,Tier 3,2,1
8,17705,6802,No,Food,Wallet,Tier 3,3,0
3,10734,964,No,Groceries,Wallet,Tier 3,3,0
12,17995,5660,Yes,Electronics,COD,Tier 2,2,0
1,21341,3453,Yes,Apparel,UPI,Tier 2,4,1
11,5743,863,Yes,Books,Credit Card,Tier 1,2,0
3,9582,0,Yes,Electronics,Wallet,Tier 2,5,1
11,6056,1629,No,Apparel,Wallet,Tier 2,3,1
6,5899,1560,No,Apparel,Credit Card,Tier 1,1,1
15,22304,4156,No,Groceries,Credit Card,Tier 1,2,0
15,17657,6369,Yes,Apparel,COD,Tier 1,5,0
12,15379,0,Yes,Apparel,Wallet,Tier 1,3,0
14,15823,352,No,Groceries,UPI,Tier 2,5,0
10,22317,8459,Yes,Electronics,COD,Tier 3,4,0
20,10030,2583,Yes,Apparel,Wallet,Tier 2,5,0
19,19494,0,No,Apparel,UPI,Tier 1,5,0
5,23986,2346,Yes,Groceries,Credit Card,Tier 2,2,1
14,1290,113,Yes,Electronics,UPI,Tier 1,3,1
2,22232,855,No,Apparel,Wallet,Tier 2,5,0
1,4566,1741,Yes,Books,Wallet,Tier 2,2,1
5,5660,0,No,Food,Credit Card,Tier 2,1,1
11,18964,7502,Yes,Apparel,COD,Tier 2,4,1
19,9541,1354,Yes,Apparel,COD,Tier 1,3,0
3,13414,324,No,Books,COD,Tier 2,1,1
17,12044,2081,Yes,Groceries,COD,Tier 1,3,0
17,6687,2310,Yes,Electronics,Wallet,Tier 1,5,0
11,7074,2244,Yes,Apparel,COD,Tier 2,1,1
20,21913,5801,Yes,Food,COD,Tier 1,4,0
14,10823,3614,Yes,Groceries,COD,Tier 3,5,0
19,5376,1141,Yes,Apparel,UPI,Tier 1,5,0
15,10887,0,No,Books,COD,Tier 2,5,0
1,7621,0,No,Apparel,COD,Tier 1,3,1
9,18541,1345,Yes,Groceries,Credit Card,Tier 1,2,0
6,3513,0,Yes,Books,COD,Tier 3,5,1
3,18648,0,Yes,Electronics,COD,Tier 1,5,0
15,2040,467,Yes,Electronics,COD,Tier 2,4,1
3,14762,0,No,Books,UPI,Tier 1,3,0
5,22153,0,Yes,Groceries,COD,Tier 3,3,0
5,17548,1125,No,Books,Wallet,Tier 3,1,1
15,10866,0,Yes,Apparel,Credit Card,Tier 3,4,0
14,12810,4899,Yes,Apparel,COD,Tier 1,5,0
17,16825,2112,Yes,Food,Credit Card,Tier 3,3,0
3,11952,0,Yes,Groceries,Credit Card,Tier 1,5,0
17,6013,1710,Yes,Books,COD,Tier 1,3,0
8,5208,1237,Yes,Books,Wallet,Tier 1,2,0
2,20479,638,No,Food,Wallet,Tier 2,5,0
2,23565,0,Yes,Groceries,Wallet,Tier 2,1,0
19,9198,400,Yes,Books,COD,Tier 1,5,0
19,12206,1351,No,Electronics,COD,Tier 3,2,1
19,22855,6105,Yes,Apparel,UPI,Tier 3,3,0
13,24963,2062,No,Apparel,Credit Card,Tier 1,3,0
9,7344,0,No,Groceries,COD,Tier 2,4,0
5,17078,4400,Yes,Apparel,COD,Tier 2,1,1
8,3431,765,Yes,Food,UPI,Tier 3,1,1
5,22445,0,Yes,Groceries,UPI,Tier 2,4,0
14,5247,0,No,Apparel,UPI,Tier 2,3,1
13,3428,1118,Yes,Electronics,UPI,Tier 3,1,0
8,11418,377,No,Books,COD,Tier 2,5,0
11,7383,0,No,Food,UPI,Tier 1,3,1
12,3234,779,Yes,Apparel,Wallet,Tier 2,5,0
20,8294,2757,No,Food,Credit Card,Tier 1,1,0
14,21745,1772,Yes,Apparel,Credit Card,Tier 1,4,0
3,6664,2239,Yes,Apparel,UPI,Tier 2,2,1
15,11603,932,No,Food,Wallet,Tier 3,5,0
6,5148,0,Yes,Books,Wallet,Tier 1,3,1
17,13374,4301,Yes,Electronics,COD,Tier 2,1,0
8,19394,0,Yes,Apparel,Credit Card,Tier 1,5,0
12,3016,891,Yes,Apparel,Credit Card,Tier 2,3,0
10,18605,4741,Yes,Apparel,Wallet,Tier 1,4,0
16,959,0,Yes,Apparel,Wallet,Tier 2,5,0
12,11126,2575,No,Apparel,COD,Tier 3,2,1
2,17742,0,Yes,Apparel,COD,Tier 1,3,0
15,15936,5960,Yes,Electronics,COD,Tier 1,1,0
8,23378,0,No,Electronics,COD,Tier 1,3,0
17,17179,0,Yes,Electronics,UPI,Tier 3,3,0
12,22349,0,No,Apparel,COD,Tier 3,5,0
15,4404,468,Yes,Food,Credit Card,Tier 1,3,0
6,15008,5377,No,Books,Credit Card,Tier 1,2,0
2,16942,0,Yes,Food,Wallet,Tier 2,5,0
7,12745,0,Yes,Groceries,Wallet,Tier 2,5,0
12,12154,0,No,Electronics,UPI,Tier 2,4,0
1,23898,0,Yes,Food,Credit Card,Tier 3,4,1
3,20841,4156,No,Electronics,UPI,Tier 1,1,0
15,4046,812,Yes,Apparel,Credit Card,Tier 3,2,0
4,10696,970,No,Electronics,Wallet,Tier 1,1,1
9,16335,4740,Yes,Apparel,Credit Card,Tier 3,1,1
4,10541,1379,Yes,Apparel,Credit Card,Tier 1,5,1
8,3645,1214,No,Books,COD,Tier 1,4,1
3,22039,7895,Yes,Groceries,Credit Card,Tier 1,1,0
16,8053,0,No,Apparel,COD,Tier 3,4,0
6,12226,0,Yes,Electronics,COD,Tier 1,5,0
12,2177,0,Yes,Apparel,COD,Tier 3,3,1
6,21820,1422,No,Apparel,UPI,Tier 2,2,1
12,20597,4876,No,Electronics,COD,Tier 1,2,0
3,14282,2033,Yes,Apparel,Credit Card,Tier 2,1,1
16,10355,253,No,Books,UPI,Tier 1,5,0
4,23852,1286,Yes,Food,Wallet,Tier 2,3,0
6,12324,4340,Yes,Groceries,Credit Card,Tier 1,5,0
19,10319,1022,No,Apparel,UPI,Tier 2,4,0
8,16328,0,Yes,Apparel,COD,Tier 1,5,0
10,22669,0,Yes,Food,UPI,Tier 1,4,0
3,14327,0,Yes,Food,COD,Tier 3,2,0
18,13384,2973,Yes,Apparel,COD,Tier 1,3,0
15,3774,705,No,Food,UPI,Tier 1,5,0
5,5862,247,Yes,Books,Credit Card,Tier 2,5,0
17,4968,818,No,Food,COD,Tier 1,3,0
17,4231,1489,No,Groceries,COD,Tier 1,3,0
8,861,186,Yes,Apparel,COD,Tier 2,3,0
10,8525,2713,Yes,Apparel,UPI,Tier 2,1,0
10,24309,0,Yes,Apparel,Wallet,Tier 2,4,0
9,24038,0,Yes,Food,COD,Tier 2,1,0
1,16859,0,No,Electronics,COD,Tier 1,3,0
7,18089,0,No,Apparel,UPI,Tier 1,4,0
13,3598,1336,Yes,Electronics,Wallet,Tier 1,5,0
11,11196,0,No,Groceries,Credit Card,Tier 3,5,0
7,3662,0,Yes,Books,Credit Card,Tier 1,2,1
10,12543,0,Yes,Apparel,UPI,Tier 3,3,1
20,20233,0,No,Apparel,Credit Card,Tier 1,3,0
4,13304,3343,No,Electronics,COD,Tier 2,5,0
5,11309,2391,No,Books,COD,Tier 2,3,0
13,3545,1404,Yes,Apparel,COD,Tier 2,2,0
14,13218,839,Yes,Electronics,UPI,Tier 1,3,0
15,16812,915,No,Groceries,Wallet,Tier 1,1,1
16,19413,0,Yes,Food,COD,Tier 3,3,0
19,9875,0,Yes,Groceries,Wallet,Tier 1,4,0
6,13960,4318,Yes,Books,UPI,Tier 1,1,0
18,12389,1914,Yes,Food,Credit Card,Tier 2,1,1
5,13473,0,Yes,Food,Credit Card,Tier 2,5,0
1,7140,657,No,Apparel,UPI,Tier 2,3,0
18,1566,386,No,Books,UPI,Tier 2,4,0
7,14782,4962,Yes,Apparel,Credit Card,Tier 1,1,0
17,17746,0,Yes,Electronics,UPI,Tier 1,5,0
17,17913,3281,Yes,Apparel,Credit Card,Tier 3,2,1
18,9230,2048,Yes,Electronics,UPI,Tier 2,3,1
19,19080,0,Yes,Apparel,COD,Tier 1,2,1
8,5175,1989,No,Electronics,COD,Tier 2,3,0
16,18959,5603,Yes,Electronics,UPI,Tier 1,2,1
15,12642,2421,No,Books,COD,Tier 1,2,1
5,7587,1023,No,Groceries,COD,Tier 2,3,1
6,15628,2017,Yes,Apparel,UPI,Tier 2,2,0
9,13746,0,Yes,Apparel,Wallet,Tier 1,4,0
5,6112,865,Yes,Books,Wallet,Tier 2,4,0
9,16890,2974,No,Groceries,Wallet,Tier 2,3,0
4,5343,835,Yes,Groceries,UPI,Tier 3,1,1
3,525,91,Yes,Groceries,COD,Tier 3,2,1
10,17528,6333,No,Food,COD,Tier 1,3,0
2,1811,657,No,Electronics,Wallet,Tier 1,4,0
2,23057,5214,No,Apparel,Credit Card,Tier 1,5,0
2,11354,0,Yes,Electronics,Wallet,Tier 2,5,0
11,20094,0,Yes,Food,UPI,Tier 1,3,0
8,12878,2590,No,Groceries,COD,Tier 3,2,0
13,11667,0,Yes,Apparel,Wallet,Tier 1,2,0
14,9314,398,Yes,Groceries,UPI,Tier 3,5,0
16,23442,9133,Yes,Apparel,COD,Tier 3,5,0
16,2225,312,Yes,Food,UPI,Tier 1,1,1
18,2233,613,Yes,Books,Wallet,Tier 2,2,1
20,21568,0,Yes,Books,UPI,Tier 3,1,1
19,1617,360,Yes,Books,COD,Tier 3,2,1
11,8439,2701,No,Food,Wallet,Tier 2,2,1
14,8599,0,No,Apparel,UPI,Tier 1,4,0
4,19426,0,No,Groceries,UPI,Tier 3,1,1
8,14701,0,Yes,Electronics,COD,Tier 1,5,0
6,20856,0,Yes,Electronics,COD,Tier 2,2,1
5,2162,657,No,Apparel,Credit Card,Tier 2,3,0
4,2494,199,No,Groceries,UPI,Tier 1,2,1
16,4492,0,Yes,Electronics,Wallet,Tier 2,2,1
13,16506,5547,Yes,Food,COD,Tier 1,2,0
3,5489,0,No,Apparel,UPI,Tier 3,3,0
19,8922,1467,Yes,Groceries,Wallet,Tier 3,2,0
9,15400,3693,Yes,Food,COD,Tier 2,5,0
18,2565,817,Yes,Apparel,COD,Tier 1,2,1
9,622,164,Yes,Electronics,Credit Card,Tier 3,2,0
6,23709,5596,Yes,Groceries,UPI,Tier 2,5,0
8,19708,4111,No,Electronics,COD,Tier 3,3,1
12,23037,0,Yes,Apparel,Wallet,Tier 2,3,0
8,3597,258,Yes,Groceries,COD,Tier 3,3,0
1,11649,3403,No,Apparel,Credit Card,Tier 1,1,1
16,4670,192,Yes,Food,UPI,Tier 3,3,1
15,20211,0,Yes,Groceries,COD,Tier 2,1,1
2,9418,0,Yes,Groceries,Wallet,Tier 1,1,0
9,18853,1904,Yes,Books,COD,Tier 3,3,0
17,8698,2946,No,Electronics,Wallet,Tier 3,3,0
11,23724,0,Yes,Electronics,Wallet,Tier 3,1,0
6,14718,5348,No,Groceries,COD,Tier 1,5,0
2,3033,871,No,Apparel,COD,Tier 3,2,1
18,16263,2870,No,Books,Wallet,Tier 3,4,0
17,4023,684,Yes,Groceries,Wallet,Tier 2,2,0
10,19162,0,No,Groceries,UPI,Tier 1,2,0
6,1205,120,No,Electronics,COD,Tier 1,5,1
5,16716,5689,No,Books,UPI,Tier 3,5,0
6,11080,2498,No,Electronics,COD,Tier 1,2,1
15,19558,7418,Yes,Apparel,UPI,Tier 1,5,0
9,15149,3529,No,Books,COD,Tier 1,2,1
17,12476,3265,No,Apparel,Wallet,Tier 3,4,0
9,20042,6984,No,Apparel,UPI,Tier 1,4,0
18,5120,1788,Yes,Groceries,Credit Card,Tier 1,4,0
12,559,221,Yes,Apparel,Credit Card,Tier 2,5,0
2,6186,0,No,Books,UPI,Tier 3,4,1
3,20305,7527,Yes,Apparel,COD,Tier 2,2,0
6,5937,2057,No,Apparel,UPI,Tier 1,2,1
7,15203,3947,Yes,Electronics,Credit Card,Tier 1,3,0
7,8812,2265,Yes,Groceries,UPI,Tier 1,5,0
14,12830,2217,Yes,Apparel,Credit Card,Tier 2,3,1
14,19303,2349,No,Groceries,UPI,Tier 1,2,0
11,19006,0,Yes,Apparel,Wallet,Tier 2,1,0
8,21865,5309,No,Food,Wallet,Tier 2,4,0
11,2501,764,Yes,Apparel,COD,Tier 2,5,1
10,6849,0,Yes,Apparel,Credit Card,Tier 2,3,0
8,6662,1700,Yes,Groceries,Wallet,Tier 2,5,0
13,15880,6092,No,Groceries,UPI,Tier 2,3,0
15,14719,1645,Yes,Electronics,COD,Tier 1,5,0
20,9469,1663,Yes,Apparel,UPI,Tier 3,4,0
7,3843,860,No,Electronics,COD,Tier 2,1,1
5,6358,1316,Yes,Apparel,UPI,Tier 1,3,0
5,3161,0,No,Electronics,UPI,Tier 3,2,1
2,20370,2049,No,Apparel,UPI,Tier 1,4,0
18,18975,4993,Yes,Electronics,COD,Tier 1,3,0
13,4654,1701,No,Electronics,COD,Tier 2,5,0
16,20004,0,Yes,Groceries,COD,Tier 1,1,0
19,1526,140,No,Food,UPI,Tier 2,5,1
19,1184,197,Yes,Books,COD,Tier 2,3,0
3,7650,2509,No,Groceries,UPI,Tier 2,5,0
16,16044,0,No,Apparel,COD,Tier 3,5,0
18,17507,5965,Yes,Electronics,Wallet,Tier 1,3,0
16,1677,0,No,Groceries,Wallet,Tier 1,1,0
14,16277,0,Yes,Apparel,UPI,Tier 3,1,0
11,2810,615,No,Electronics,UPI,Tier 2,4,1
14,5737,1065,No,Electronics,Credit Card,Tier 2,4,0
14,21883,0,Yes,Apparel,COD,Tier 2,1,0
10,21952,8480,Yes,Electronics,Wallet,Tier 2,1,1
18,16739,1989,No,Electronics,COD,Tier 1,1,0
7,4411,1515,Yes,Apparel,Wallet,Tier 1,3,0
12,5970,1097,No,Electronics,COD,Tier 1,3,0
13,23453,4622,Yes,Electronics,Credit Card,Tier 2,1,0
15,4356,988,Yes,Apparel,COD,Tier 3,1,0
17,15363,409,Yes,Apparel,Wallet,Tier 3,1,1
5,19339,882,No,Books,UPI,Tier 2,5,0
3,2969,106,No,Apparel,COD,Tier 3,2,1
11,10983,3297,Yes,Groceries,COD,Tier 1,2,0
6,1907,746,No,Electronics,UPI,Tier 1,4,0
5,8627,1116,Yes,Apparel,UPI,Tier 2,2,0
7,3359,846,Yes,Groceries,COD,Tier 1,1,1
5,16519,0,Yes,Electronics,Credit Card,Tier 2,4,0
10,22182,8584,Yes,Apparel,Credit Card,Tier 1,1,1
1,8094,0,No,Apparel,Credit Card,Tier 1,1,0
1,7119,2329,Yes,Groceries,UPI,Tier 3,3,1
17,1994,0,No,Food,Credit Card,Tier 1,5,0
19,12728,0,No,Electronics,Wallet,Tier 3,2,1
2,18347,1798,No,Food,COD,Tier 1,2,1
15,10008,2367,Yes,Groceries,COD,Tier 3,1,0
5,17873,5617,Yes,Apparel,COD,Tier 3,3,0
11,5347,0,Yes,Apparel,UPI,Tier 3,2,1
5,21565,0,No,Apparel,COD,Tier 2,5,1
16,20080,6888,No,Groceries,COD,Tier 1,2,1
10,15948,4095,No,Books,UPI,Tier 3,3,0
14,13284,595,Yes,Books,COD,Tier 2,4,0
10,7938,2830,Yes,Books,Credit Card,Tier 2,1,1
19,1120,254,Yes,Apparel,Credit Card,Tier 1,4,0
7,1262,44,Yes,Electronics,COD,Tier 3,1,1
14,8888,1892,Yes,Electronics,COD,Tier 2,5,0
1,17019,4873,Yes,Electronics,COD,Tier 1,2,0
17,4162,0,No,Books,COD,Tier 3,2,0
9,8548,1046,Yes,Apparel,Wallet,Tier 2,5,0
4,23855,9118,Yes,Books,UPI,Tier 2,5,0
14,18827,0,Yes,Apparel,Wallet,Tier 3,3,0
19,23989,589,No,Groceries,COD,Tier 1,2,1
19,17625,0,Yes,Books,COD,Tier 3,4,0
13,13154,4264,No,Books,COD,Tier 3,4,0
9,20479,0,No,Groceries,Credit Card,Tier 3,3,1
1,9858,220,Yes,Apparel,COD,Tier 2,3,0
1,12349,0,Yes,Apparel,Credit Card,Tier 1,3,0
17,15219,3962,Yes,Apparel,COD,Tier 1,4,0
18,9616,0,Yes,Apparel,Credit Card,Tier 3,3,0
8,3854,896,No,Electronics,Credit Card,Tier 1,2,1
8,6021,0,No,Apparel,COD,Tier 1,2,0
12,23879,7457,No,Groceries,COD,Tier 2,1,1
6,12945,0,Yes,Books,UPI,Tier 2,2,1
19,3128,507,Yes,Apparel,Wallet,Tier 1,4,0
16,4911,1712,Yes,Groceries,COD,Tier 1,3,0
7,22084,2457,Yes,Apparel,UPI,Tier 1,2,0
14,13761,3786,No,Electronics,UPI,Tier 1,2,0
13,22224,8644,No,Groceries,Wallet,Tier 1,4,1
10,2278,226,No,Apparel,Wallet,Tier 3,4,0
13,1463,239,Yes,Food,UPI,Tier 2,1,0
15,621,200,No,Apparel,COD,Tier 2,3,1
4,7826,1311,Yes,Electronics,COD,Tier 1,5,0
3,4407,0,Yes,Food,COD,Tier 2,1,0
1,14271,634,No,Books,UPI,Tier 3,4,0
19,12967,3090,Yes,Food,COD,Tier 1,1,0
14,11365,0,Yes,Apparel,COD,Tier 2,5,0
9,6258,1402,Yes,Electronics,Credit Card,Tier 3,1,1
14,16235,0,Yes,Electronics,Wallet,Tier 2,5,0
11,13013,0,No,Apparel,COD,Tier 3,2,0
19,18503,732,No,Groceries,UPI,Tier 2,5,0
1,20469,0,No,Apparel,UPI,Tier 1,1,0
18,8372,1922,No,Electronics,COD,Tier 3,1,1
13,6825,2567,Yes,Apparel,Wallet,Tier 1,2,1
13,15320,5725,No,Groceries,COD,Tier 1,2,0
13,9295,0,Yes,Books,COD,Tier 2,2,0
3,5301,1709,Yes,Apparel,Credit Card,Tier 2,5,0
14,12913,0,Yes,Food,UPI,Tier 1,1,0
12,18384,0,Yes,Food,COD,Tier 2,4,0
8,11771,237,No,Apparel,COD,Tier 2,1,1
19,10240,0,No,Apparel,Wallet,Tier 1,5,1
19,10997,2382,No,Groceries,UPI,Tier 2,5,0
10,6415,2562,No,Electronics,UPI,Tier 2,1,0
19,16265,3515,Yes,Books,Credit Card,Tier 1,5,0
13,8275,868,Yes,Apparel,COD,Tier 2,5,0
19,23107,8905,Yes,Electronics,COD,Tier 2,2,0
20,11579,3557,Yes,Electronics,Wallet,Tier 2,1,1
3,19726,774,No,Apparel,Credit Card,Tier 1,2,1
13,3638,1085,Yes,Groceries,Wallet,Tier 2,5,0
9,16465,1369,No,Electronics,Credit Card,Tier 1,4,0
12,5990,2158,Yes,Groceries,COD,Tier 3,2,1
19,8670,1738,Yes,Electronics,COD,Tier 1,1,1
7,20241,0,Yes,Apparel,COD,Tier 1,3,0
15,2458,458,No,Groceries,Wallet,Tier 1,5,1
13,4822,1784,Yes,Apparel,COD,Tier 1,4,0
18,18087,0,Yes,Groceries,UPI,Tier 1,4,0
11,22483,0,No,Food,UPI,Tier 3,5,1
5,4573,300,No,Electronics,UPI,Tier 1,4,0
6,24318,8309,No,Groceries,UPI,Tier 1,3,1
15,17419,0,No,Groceries,COD,Tier 1,2,1
11,12911,4821,Yes,Books,UPI,Tier 3,4,0
3,17596,3121,No,Books,COD,Tier 3,2,0
17,10140,3772,Yes,Apparel,COD,Tier 1,3,0
17,997,30,No,Electronics,Credit Card,Tier 3,1,1
19,526,125,Yes,Apparel,COD,Tier 3,3,0
8,11990,3537,No,Apparel,COD,Tier 1,2,0
12,10407,1737,No,Apparel,COD,Tier 1,4,1
9,4967,334,Yes,Books,COD,Tier 1,1,0
6,23962,4255,Yes,Apparel,UPI,Tier 1,4,0
9,24580,3132,Yes,Apparel,Credit Card,Tier 3,5,0
3,5884,869,Yes,Electronics,COD,Tier 1,4,0
5,9821,0,Yes,Food,Wallet,Tier 3,4,0
18,6224,1193,Yes,Food,Credit Card,Tier 1,2,0
13,4633,634,Yes,Electronics,Credit Card,Tier 1,4,0
10,23555,2159,Yes,Apparel,COD,Tier 1,4,0
18,14714,1754,Yes,Groceries,Wallet,Tier 3,5,0
3,18740,4798,No,Apparel,Credit Card,Tier 1,2,1
8,14673,5713,Yes,Apparel,Credit Card,Tier 2,2,0
13,4905,1468,Yes,Apparel,UPI,Tier 1,5,0
4,24453,8656,Yes,Apparel,COD,Tier 3,5,0
9,18774,7133,Yes,Food,COD,Tier 1,4,0
9,24191,0,Yes,Groceries,UPI,Tier 2,1,0
20,16393,831,Yes,Food,COD,Tier 3,5,1
15,6926,1086,Yes,Apparel,COD,Tier 2,2,1
8,23161,6979,Yes,Apparel,UPI,Tier 1,3,0
6,878,253,Yes,Electronics,UPI,Tier 2,5,0
9,17545,2219,No,Groceries,UPI,Tier 2,4,0
12,21619,0,Yes,Apparel,COD,Tier 3,2,1
20,4669,0,Yes,Apparel,COD,Tier 3,2,0
15,6356,174,Yes,Electronics,COD,Tier 1,5,0
19,15760,0,No,Groceries,UPI,Tier 1,3,0
9,15225,0,Yes,Books,Credit Card,Tier 1,3,1
19,8556,0,No,Groceries,COD,Tier 1,3,0
10,11406,0,No,Apparel,UPI,Tier 1,1,0
16,15191,0,No,Apparel,UPI,Tier 2,5,0
8,5682,294,Yes,Books,Credit Card,Tier 1,4,1
13,6126,1783,Yes,Electronics,COD,Tier 3,5,0
7,9366,1540,Yes,Food,COD,Tier 1,3,0
15,4342,438,Yes,Electronics,UPI,Tier 1,3,0
1,18569,903,No,Books,COD,Tier 2,1,0
13,10571,3256,Yes,Electronics,COD,Tier 3,4,0
16,15292,2543,No,Books,COD,Tier 2,1,1
11,5754,761,No,Electronics,COD,Tier 2,2,0
3,13172,2338,Yes,Electronics,UPI,Tier 2,1,1
4,24342,6909,No,Groceries,Credit Card,Tier 1,5,0
14,9368,3324,Yes,Electronics,Wallet,Tier 1,5,0
6,22288,4543,Yes,Books,Credit Card,Tier 3,3,1
20,2093,645,Yes,Books,Credit Card,Tier 1,2,0
7,16750,3003,Yes,Electronics,UPI,Tier 1,4,1
20,17394,6767,Yes,Electronics,Credit Card,Tier 1,2,1
10,16957,0,No,Apparel,UPI,Tier 1,4,0
7,15973,0,No,Books,Credit Card,Tier 1,2,1
11,1484,148,Yes,Apparel,UPI,Tier 3,1,1
